Sample Number (10000 samples per second),GAP (),LRERR (),OUTPUT (),LFTSPEED (),RGTSPEED ()
2967,110.0,-10.0,41.91,101.0,18.0
2968,106.0,-6.0,41.91,101.0,18.0
2969,104.0,-4.0,41.91,101.0,18.0
2970,103.0,-3.0,41.91,101.0,18.0
2971,98.0,2.0,41.91,18.0,101.0
2972,98.0,2.0,41.91,18.0,101.0
2973,90.0,10.0,41.91,18.0,101.0
2974,85.0,15.0,41.91,18.0,101.0
2975,81.0,19.0,41.91,18.0,101.0
2976,77.0,23.0,41.91,18.0,101.0
2977,77.0,23.0,41.91,18.0,101.0
2978,73.0,27.0,41.91,18.0,101.0
2979,71.0,29.0,41.91,18.0,101.0
2980,73.0,27.0,41.91,18.0,101.0
2981,72.0,28.0,41.91,18.0,101.0
2982,73.0,27.0,41.91,18.0,101.0
2983,71.0,29.0,41.91,18.0,101.0
2984,73.0,27.0,41.91,18.0,101.0
2985,74.0,26.0,41.91,18.0,101.0
2986,74.0,26.0,34.17,25.0,94.0
2987,76.0,24.0,34.17,25.0,94.0
2988,80.0,20.0,34.17,25.0,94.0
2989,85.0,15.0,34.17,25.0,94.0
2990,88.0,12.0,34.17,25.0,94.0
2991,91.0,9.0,34.17,25.0,94.0
2992,93.0,7.0,34.17,25.0,94.0
2993,96.0,4.0,34.17,25.0,94.0
2994,99.0,1.0,34.17,25.0,94.0
2995,106.0,-6.0,34.17,94.0,25.0
2996,109.0,-9.0,34.17,94.0,25.0
2997,112.0,-12.0,34.17,94.0,25.0
2998,113.0,-13.0,34.17,94.0,25.0
2999,120.0,-20.0,34.17,94.0,25.0
3000,123.0,-23.0,34.17,94.0,25.0
3001,127.0,-27.0,34.17,94.0,25.0
3002,129.0,-29.0,34.17,94.0,25.0
3003,135.0,-35.0,34.17,94.0,25.0
3004,135.0,-35.0,34.17,94.0,25.0
3005,133.0,-33.0,34.17,94.0,25.0
3006,130.0,-30.0,34.17,94.0,25.0
3007,130.0,-30.0,34.17,94.0,25.0
3008,129.0,-29.0,34.17,94.0,25.0
3009,126.0,-26.0,34.17,94.0,25.0
3010,122.0,-22.0,34.17,94.0,25.0
3011,121.0,-21.0,34.17,94.0,25.0
3012,118.0,-18.0,43.6,103.0,16.0
3013,115.0,-15.0,43.6,103.0,16.0
3014,108.0,-8.0,43.6,103.0,16.0
3015,105.0,-5.0,43.6,103.0,16.0
3016,105.0,-5.0,43.6,103.0,16.0
3017,97.0,3.0,43.6,16.0,103.0
3018,96.0,4.0,43.6,16.0,103.0
3019,94.0,6.0,43.6,16.0,103.0
3020,84.0,16.0,43.6,16.0,103.0
3021,83.0,17.0,43.6,16.0,103.0
3022,77.0,23.0,43.6,16.0,103.0
3023,72.0,28.0,43.6,16.0,103.0
3024,73.0,27.0,43.6,16.0,103.0
3025,67.0,33.0,43.6,16.0,103.0
3026,66.0,34.0,43.6,16.0,103.0
3027,66.0,34.0,43.6,16.0,103.0
3028,63.0,37.0,43.6,16.0,103.0
3029,66.0,34.0,43.6,16.0,103.0
3030,66.0,34.0,43.6,16.0,103.0
3031,66.0,34.0,43.6,16.0,103.0
3032,70.0,30.0,43.6,16.0,103.0
3033,71.0,29.0,43.6,16.0,103.0
3034,70.0,30.0,43.6,16.0,103.0
3035,73.0,27.0,43.6,16.0,103.0
3036,76.0,24.0,43.6,16.0,103.0
3037,83.0,17.0,43.6,16.0,103.0
3038,83.0,17.0,35.56,24.0,95.0
3039,89.0,11.0,35.56,24.0,95.0
3040,89.0,11.0,35.56,24.0,95.0
3041,92.0,8.0,35.56,24.0,95.0
3042,98.0,2.0,35.56,24.0,95.0
3043,96.0,4.0,35.56,24.0,95.0
3044,101.0,-1.0,35.56,95.0,24.0
3045,104.0,-4.0,35.56,95.0,24.0
3046,108.0,-8.0,35.56,95.0,24.0
3047,115.0,-15.0,35.56,95.0,24.0
3048,116.0,-16.0,35.56,95.0,24.0
3049,123.0,-23.0,35.56,95.0,24.0
3050,128.0,-28.0,35.56,95.0,24.0
3051,135.0,-35.0,35.56,95.0,24.0
3052,136.0,-36.0,35.56,95.0,24.0
3053,139.0,-39.0,35.56,95.0,24.0
3054,140.0,-40.0,35.56,95.0,24.0
3055,140.0,-40.0,35.56,95.0,24.0
3056,140.0,-40.0,35.56,95.0,24.0
3057,136.0,-36.0,35.56,95.0,24.0
3058,136.0,-36.0,35.56,95.0,24.0
3059,132.0,-32.0,35.56,95.0,24.0
3060,130.0,-30.0,35.56,95.0,24.0
3061,128.0,-28.0,35.56,95.0,24.0
3062,125.0,-25.0,35.56,95.0,24.0
3063,118.0,-18.0,35.56,95.0,24.0
3064,120.0,-20.0,43.43,103.0,16.0
3065,116.0,-16.0,43.43,103.0,16.0
3066,113.0,-13.0,43.43,103.0,16.0
3067,111.0,-11.0,43.43,103.0,16.0
3068,110.0,-10.0,43.43,103.0,16.0
3069,106.0,-6.0,43.43,103.0,16.0
3070,98.0,2.0,43.43,16.0,103.0
3071,99.0,1.0,43.43,16.0,103.0
3072,93.0,7.0,43.43,16.0,103.0
3073,89.0,11.0,43.43,16.0,103.0
3074,86.0,14.0,43.43,16.0,103.0
3075,82.0,18.0,43.43,16.0,103.0
3076,79.0,21.0,43.43,16.0,103.0
3077,78.0,22.0,43.43,16.0,103.0
3078,72.0,28.0,43.43,16.0,103.0
3079,67.0,33.0,43.43,16.0,103.0
3080,68.0,32.0,43.43,16.0,103.0
3081,65.0,35.0,43.43,16.0,103.0
3082,67.0,33.0,43.43,16.0,103.0
3083,71.0,29.0,43.43,16.0,103.0
3084,70.0,30.0,43.43,16.0,103.0
3085,70.0,30.0,43.43,16.0,103.0
3086,73.0,27.0,43.43,16.0,103.0
3087,75.0,25.0,43.43,16.0,103.0
3088,77.0,23.0,43.43,16.0,103.0
3089,82.0,18.0,43.43,16.0,103.0
3090,87.0,13.0,36.32,23.0,96.0
3091,92.0,8.0,36.32,23.0,96.0
3092,95.0,5.0,36.32,23.0,96.0
3093,99.0,1.0,36.32,23.0,96.0
3094,102.0,-2.0,36.32,96.0,23.0
3095,109.0,-9.0,36.32,96.0,23.0
3096,109.0,-9.0,36.32,96.0,23.0
3097,117.0,-17.0,36.32,96.0,23.0
3098,122.0,-22.0,36.32,96.0,23.0
3099,123.0,-23.0,36.32,96.0,23.0
3100,132.0,-32.0,36.32,96.0,23.0
3101,137.0,-37.0,36.32,96.0,23.0
3102,140.0,-40.0,36.32,96.0,23.0
3103,145.0,-45.0,36.32,96.0,23.0
3104,144.0,-44.0,36.32,96.0,23.0
3105,142.0,-42.0,36.32,96.0,23.0
3106,137.0,-37.0,36.32,96.0,23.0
3107,135.0,-35.0,36.32,96.0,23.0
3108,136.0,-36.0,36.32,96.0,23.0
3109,129.0,-29.0,36.32,96.0,23.0
3110,131.0,-31.0,36.32,96.0,23.0
3111,124.0,-24.0,36.32,96.0,23.0
3112,124.0,-24.0,36.32,96.0,23.0
3113,120.0,-20.0,36.32,96.0,23.0
3114,117.0,-17.0,36.32,96.0,23.0
3115,115.0,-15.0,36.32,96.0,23.0
3116,110.0,-10.0,42.42,102.0,17.0
3117,105.0,-5.0,42.42,102.0,17.0
3118,103.0,-3.0,42.42,102.0,17.0
3119,94.0,6.0,42.42,17.0,102.0
3120,95.0,5.0,42.42,17.0,102.0
3121,92.0,8.0,42.42,17.0,102.0
3122,89.0,11.0,42.42,17.0,102.0
3123,86.0,14.0,42.42,17.0,102.0
3124,82.0,18.0,42.42,17.0,102.0
3125,80.0,20.0,42.42,17.0,102.0
3126,76.0,24.0,42.42,17.0,102.0
3127,74.0,26.0,42.42,17.0,102.0
3128,75.0,25.0,42.42,17.0,102.0
3129,77.0,23.0,42.42,17.0,102.0
3130,78.0,22.0,42.42,17.0,102.0
3131,78.0,22.0,42.42,17.0,102.0
3132,81.0,19.0,42.42,17.0,102.0
3133,87.0,13.0,42.42,17.0,102.0
3134,94.0,6.0,42.42,17.0,102.0
3135,98.0,2.0,42.42,17.0,102.0
3136,108.0,-8.0,42.42,102.0,17.0
3137,115.0,-15.0,42.42,102.0,17.0
3138,120.0,-20.0,42.42,102.0,17.0
3139,130.0,-30.0,42.42,102.0,17.0
3140,137.0,-37.0,42.42,102.0,17.0
3141,145.0,-45.0,44.34,104.0,15.0
3142,153.0,-53.0,44.34,104.0,15.0
3143,158.0,-58.0,44.34,104.0,15.0
3144,164.0,-64.0,44.34,104.0,15.0
3145,169.0,-69.0,44.34,104.0,15.0
3146,169.0,-69.0,44.34,104.0,15.0
3147,168.0,-68.0,44.34,104.0,15.0
3148,166.0,-66.0,44.34,104.0,15.0
3149,165.0,-65.0,44.34,104.0,15.0
3150,161.0,-61.0,44.34,104.0,15.0
3151,158.0,-58.0,44.34,104.0,15.0
3152,151.0,-51.0,44.34,104.0,15.0
3153,149.0,-49.0,44.34,104.0,15.0
3154,143.0,-43.0,44.34,104.0,15.0
3155,136.0,-36.0,44.34,104.0,15.0
3156,131.0,-31.0,44.34,104.0,15.0
3157,124.0,-24.0,44.34,104.0,15.0
3158,120.0,-20.0,44.34,104.0,15.0
3159,111.0,-11.0,44.34,104.0,15.0
3160,111.0,-11.0,44.34,104.0,15.0
3161,107.0,-7.0,44.34,104.0,15.0
3162,104.0,-4.0,44.34,104.0,15.0
3163,102.0,-2.0,44.34,104.0,15.0
3164,96.0,4.0,44.34,15.0,104.0
3165,90.0,10.0,35.01,24.0,95.0
3166,89.0,11.0,35.01,24.0,95.0
3167,88.0,12.0,35.01,24.0,95.0
3168,80.0,20.0,35.01,24.0,95.0
3169,76.0,24.0,35.01,24.0,95.0
3170,74.0,26.0,35.01,24.0,95.0
3171,67.0,33.0,35.01,24.0,95.0
3172,62.0,38.0,35.01,24.0,95.0
3173,61.0,39.0,35.01,24.0,95.0
3174,62.0,38.0,35.01,24.0,95.0
3175,56.0,44.0,35.01,24.0,95.0
3176,64.0,36.0,35.01,24.0,95.0
3177,63.0,37.0,35.01,24.0,95.0
3178,62.0,38.0,35.01,24.0,95.0
3179,65.0,35.0,35.01,24.0,95.0
3180,69.0,31.0,35.01,24.0,95.0
3181,65.0,35.0,35.01,24.0,95.0
3182,72.0,28.0,35.01,24.0,95.0
3183,74.0,26.0,35.01,24.0,95.0
3184,81.0,19.0,35.01,24.0,95.0
3185,83.0,17.0,35.01,24.0,95.0
3186,89.0,11.0,35.01,24.0,95.0
3187,97.0,3.0,35.01,24.0,95.0
3188,103.0,-3.0,35.01,95.0,24.0
3189,106.0,-6.0,35.01,95.0,24.0
3190,112.0,-12.0,35.01,95.0,24.0
3191,117.0,-17.0,35.01,95.0,24.0
3192,117.0,-17.0,43.77,103.0,16.0
3193,126.0,-26.0,43.77,103.0,16.0
3194,128.0,-28.0,43.77,103.0,16.0
3195,137.0,-37.0,43.77,103.0,16.0
3196,139.0,-39.0,43.77,103.0,16.0
3197,139.0,-39.0,43.77,103.0,16.0
3198,143.0,-43.0,43.77,103.0,16.0
3199,140.0,-40.0,43.77,103.0,16.0
3200,138.0,-38.0,43.77,103.0,16.0
3201,139.0,-39.0,43.77,103.0,16.0
3202,136.0,-36.0,43.77,103.0,16.0
3203,131.0,-31.0,43.77,103.0,16.0
3204,133.0,-33.0,43.77,103.0,16.0
3205,128.0,-28.0,43.77,103.0,16.0
3206,127.0,-27.0,43.77,103.0,16.0
3207,121.0,-21.0,43.77,103.0,16.0
3208,122.0,-22.0,43.77,103.0,16.0
3209,119.0,-19.0,43.77,103.0,16.0
3210,116.0,-16.0,43.77,103.0,16.0
3211,115.0,-15.0,43.77,103.0,16.0
3212,111.0,-11.0,43.77,103.0,16.0
3213,110.0,-10.0,43.77,103.0,16.0
3214,103.0,-3.0,43.77,103.0,16.0
3215,103.0,-3.0,43.77,103.0,16.0
3216,105.0,-5.0,40.02,100.0,19.0
3217,97.0,3.0,40.02,19.0,100.0
3218,94.0,6.0,40.02,19.0,100.0
3219,92.0,8.0,40.02,19.0,100.0
3220,92.0,8.0,40.02,19.0,100.0
3221,92.0,8.0,40.02,19.0,100.0
3222,89.0,11.0,40.02,19.0,100.0
3223,87.0,13.0,40.02,19.0,100.0
3224,89.0,11.0,40.02,19.0,100.0
3225,87.0,13.0,40.02,19.0,100.0
3226,86.0,14.0,40.02,19.0,100.0
3227,88.0,12.0,40.02,19.0,100.0
3228,90.0,10.0,40.02,19.0,100.0
3229,90.0,10.0,40.02,19.0,100.0
3230,93.0,7.0,40.02,19.0,100.0
3231,98.0,2.0,40.02,19.0,100.0
3232,98.0,2.0,40.02,19.0,100.0
3233,108.0,-8.0,40.02,100.0,19.0
3234,114.0,-14.0,40.02,100.0,19.0
3235,125.0,-25.0,40.02,100.0,19.0
3236,136.0,-36.0,40.02,100.0,19.0
3237,143.0,-43.0,40.02,100.0,19.0
3238,151.0,-51.0,40.02,100.0,19.0
3239,157.0,-57.0,40.02,100.0,19.0
3240,167.0,-67.0,40.02,100.0,19.0
3241,170.0,-70.0,40.02,100.0,19.0
3242,175.0,-75.0,49.35,109.0,10.0
3243,181.0,-81.0,49.35,109.0,10.0
3244,190.0,-90.0,49.35,109.0,10.0
3245,193.0,-93.0,49.35,109.0,10.0
3246,196.0,-96.0,49.35,109.0,10.0
3247,201.0,-101.0,49.35,109.0,10.0
3248,199.0,-99.0,49.35,109.0,10.0
3249,202.0,-102.0,49.35,109.0,10.0
3250,200.0,-100.0,49.35,109.0,10.0
3251,205.0,-105.0,49.35,109.0,10.0
3252,203.0,-103.0,49.35,109.0,10.0
3253,201.0,-101.0,49.35,109.0,10.0
3254,197.0,-97.0,49.35,109.0,10.0
3255,199.0,-99.0,49.35,109.0,10.0
3256,199.0,-99.0,49.35,109.0,10.0
3257,196.0,-96.0,49.35,109.0,10.0
3258,190.0,-90.0,49.35,109.0,10.0
3259,179.0,-79.0,49.35,109.0,10.0
3260,181.0,-81.0,49.35,109.0,10.0
3261,176.0,-76.0,49.35,109.0,10.0
3262,174.0,-74.0,49.35,109.0,10.0
3263,169.0,-69.0,49.35,109.0,10.0
3264,169.0,-69.0,49.35,109.0,10.0
3265,164.0,-64.0,49.35,109.0,10.0
3266,158.0,-58.0,40.88,100.0,19.0
3267,158.0,-58.0,40.88,100.0,19.0
3268,155.0,-55.0,40.88,100.0,19.0
3269,152.0,-52.0,40.88,100.0,19.0
3270,145.0,-45.0,40.88,100.0,19.0
3271,141.0,-41.0,40.88,100.0,19.0
3272,138.0,-38.0,40.88,100.0,19.0
3273,133.0,-33.0,40.88,100.0,19.0
3274,129.0,-29.0,40.88,100.0,19.0
3275,126.0,-26.0,40.88,100.0,19.0
3276,121.0,-21.0,40.88,100.0,19.0
3277,121.0,-21.0,40.88,100.0,19.0
3278,113.0,-13.0,40.88,100.0,19.0
3279,109.0,-9.0,40.88,100.0,19.0
3280,106.0,-6.0,40.88,100.0,19.0
3281,105.0,-5.0,40.88,100.0,19.0
3282,102.0,-2.0,40.88,100.0,19.0
3283,98.0,2.0,40.88,19.0,100.0
3284,95.0,5.0,40.88,19.0,100.0
3285,93.0,7.0,40.88,19.0,100.0
3286,91.0,9.0,40.88,19.0,100.0
3287,86.0,14.0,40.88,19.0,100.0
3288,83.0,17.0,40.88,19.0,100.0
3289,85.0,15.0,40.88,19.0,100.0
3290,77.0,23.0,40.88,19.0,100.0
3291,79.0,21.0,34.09,25.0,94.0
3292,85.0,15.0,34.09,25.0,94.0
3293,85.0,15.0,34.09,25.0,94.0
3294,89.0,11.0,34.09,25.0,94.0
3295,96.0,4.0,34.09,25.0,94.0
3296,102.0,-2.0,34.09,94.0,25.0
3297,108.0,-8.0,34.09,94.0,25.0
3298,113.0,-13.0,34.09,94.0,25.0
3299,123.0,-23.0,34.09,94.0,25.0
3300,132.0,-32.0,34.09,94.0,25.0
3301,142.0,-42.0,34.09,94.0,25.0
3302,148.0,-48.0,34.09,94.0,25.0
3303,158.0,-58.0,34.09,94.0,25.0
3304,165.0,-65.0,34.09,94.0,25.0
3305,171.0,-71.0,34.09,94.0,25.0
3306,181.0,-81.0,34.09,94.0,25.0
3307,188.0,-88.0,34.09,94.0,25.0
3308,191.0,-91.0,34.09,94.0,25.0
3309,195.0,-95.0,34.09,94.0,25.0
3310,203.0,-103.0,34.09,94.0,25.0
3311,204.0,-104.0,34.09,94.0,25.0
3312,204.0,-104.0,34.09,94.0,25.0
3313,208.0,-108.0,34.09,94.0,25.0
3314,208.0,-108.0,34.09,94.0,25.0
3315,202.0,-102.0,34.09,94.0,25.0
3316,204.0,-104.0,56.25,116.0,3.0
3317,211.0,-111.0,56.25,116.0,3.0
3318,208.0,-108.0,56.25,116.0,3.0
3319,210.0,-110.0,56.25,116.0,3.0
3320,210.0,-110.0,56.25,116.0,3.0
3321,209.0,-109.0,56.25,116.0,3.0
3322,206.0,-106.0,56.25,116.0,3.0
3323,204.0,-104.0,56.25,116.0,3.0
3324,205.0,-105.0,56.25,116.0,3.0
3325,201.0,-101.0,56.25,116.0,3.0
3326,197.0,-97.0,56.25,116.0,3.0
3327,195.0,-95.0,56.25,116.0,3.0
3328,191.0,-91.0,56.25,116.0,3.0
3329,189.0,-89.0,56.25,116.0,3.0
3330,187.0,-87.0,56.25,116.0,3.0
3331,185.0,-85.0,56.25,116.0,3.0
3332,180.0,-80.0,56.25,116.0,3.0
3333,178.0,-78.0,56.25,116.0,3.0
3334,172.0,-72.0,56.25,116.0,3.0
3335,167.0,-67.0,56.25,116.0,3.0
3336,162.0,-62.0,56.25,116.0,3.0
3337,156.0,-56.0,56.25,116.0,3.0
3338,152.0,-52.0,56.25,116.0,3.0
3339,147.0,-47.0,56.25,116.0,3.0
3340,139.0,-39.0,36.94,96.0,23.0
3341,132.0,-32.0,36.94,96.0,23.0
3342,131.0,-31.0,36.94,96.0,23.0
3343,122.0,-22.0,36.94,96.0,23.0
3344,114.0,-14.0,36.94,96.0,23.0
3345,110.0,-10.0,36.94,96.0,23.0
3346,105.0,-5.0,36.94,96.0,23.0
3347,96.0,4.0,36.94,23.0,96.0
3348,92.0,8.0,36.94,23.0,96.0
3349,92.0,8.0,36.94,23.0,96.0
3350,85.0,15.0,36.94,23.0,96.0
3351,85.0,15.0,36.94,23.0,96.0
3352,81.0,19.0,36.94,23.0,96.0
3353,78.0,22.0,36.94,23.0,96.0
3354,77.0,23.0,36.94,23.0,96.0
3355,80.0,20.0,36.94,23.0,96.0
3356,80.0,20.0,36.94,23.0,96.0
3357,78.0,22.0,36.94,23.0,96.0
3358,86.0,14.0,36.94,23.0,96.0
3359,96.0,4.0,36.94,23.0,96.0
3360,102.0,-2.0,36.94,96.0,23.0
3361,112.0,-12.0,36.94,96.0,23.0
3362,123.0,-23.0,36.94,96.0,23.0
3363,130.0,-30.0,36.94,96.0,23.0
3364,141.0,-41.0,36.94,96.0,23.0
3365,147.0,-47.0,36.94,96.0,23.0
3366,155.0,-55.0,45.59,105.0,14.0
3367,162.0,-62.0,45.59,105.0,14.0
3368,170.0,-70.0,45.59,105.0,14.0
3369,176.0,-76.0,45.59,105.0,14.0
3370,183.0,-83.0,45.59,105.0,14.0
3371,192.0,-92.0,45.59,105.0,14.0
3372,198.0,-98.0,45.59,105.0,14.0
3373,208.0,-108.0,45.59,105.0,14.0
3374,214.0,-114.0,45.59,105.0,14.0
3375,220.0,-120.0,45.59,105.0,14.0
3376,223.0,-123.0,45.59,105.0,14.0
3377,224.0,-124.0,45.59,105.0,14.0
3378,223.0,-123.0,45.59,105.0,14.0
3379,226.0,-126.0,45.59,105.0,14.0
3380,223.0,-123.0,45.59,105.0,14.0
3381,219.0,-119.0,45.59,105.0,14.0
3382,221.0,-121.0,45.59,105.0,14.0
3383,220.0,-120.0,45.59,105.0,14.0
3384,220.0,-120.0,45.59,105.0,14.0
3385,216.0,-116.0,45.59,105.0,14.0
3386,216.0,-116.0,45.59,105.0,14.0
3387,213.0,-113.0,45.59,105.0,14.0
3388,211.0,-111.0,45.59,105.0,14.0
3389,205.0,-105.0,50.0,110.0,9.0
3390,199.0,-99.0,50.0,110.0,9.0
3391,197.0,-97.0,50.0,110.0,9.0
3392,190.0,-90.0,50.0,110.0,9.0
3393,192.0,-92.0,50.0,110.0,9.0
3394,187.0,-87.0,50.0,110.0,9.0
3395,179.0,-79.0,50.0,110.0,9.0
3396,180.0,-80.0,50.0,110.0,9.0
3397,175.0,-75.0,50.0,110.0,9.0
3398,168.0,-68.0,50.0,110.0,9.0
3399,160.0,-60.0,50.0,110.0,9.0
3400,157.0,-57.0,50.0,110.0,9.0
3401,145.0,-45.0,50.0,110.0,9.0
3402,142.0,-42.0,50.0,110.0,9.0
3403,136.0,-36.0,50.0,110.0,9.0
3404,127.0,-27.0,50.0,110.0,9.0
3405,117.0,-17.0,50.0,110.0,9.0
3406,112.0,-12.0,50.0,110.0,9.0
3407,107.0,-7.0,50.0,110.0,9.0
3408,98.0,2.0,50.0,9.0,110.0
3409,95.0,5.0,50.0,9.0,110.0
3410,90.0,10.0,50.0,9.0,110.0
3411,82.0,18.0,50.0,9.0,110.0
3412,75.0,25.0,50.0,9.0,110.0
3413,73.0,27.0,50.0,9.0,110.0
3414,69.0,31.0,30.22,29.0,90.0
3415,64.0,36.0,30.22,29.0,90.0
3416,63.0,37.0,30.22,29.0,90.0
3417,61.0,39.0,30.22,29.0,90.0
3418,60.0,40.0,30.22,29.0,90.0
3419,58.0,42.0,30.22,29.0,90.0
3420,63.0,37.0,30.22,29.0,90.0
3421,65.0,35.0,30.22,29.0,90.0
3422,74.0,26.0,30.22,29.0,90.0
3423,79.0,21.0,30.22,29.0,90.0
3424,90.0,10.0,30.22,29.0,90.0
3425,97.0,3.0,30.22,29.0,90.0
3426,106.0,-6.0,30.22,90.0,29.0
3427,114.0,-14.0,30.22,90.0,29.0
3428,127.0,-27.0,30.22,90.0,29.0
3429,141.0,-41.0,30.22,90.0,29.0
3430,153.0,-53.0,30.22,90.0,29.0
3431,161.0,-61.0,30.22,90.0,29.0
3432,169.0,-69.0,30.22,90.0,29.0
3433,179.0,-79.0,30.22,90.0,29.0
3434,188.0,-88.0,30.22,90.0,29.0
3435,198.0,-98.0,30.22,90.0,29.0
3436,206.0,-106.0,30.22,90.0,29.0
3437,208.0,-108.0,30.22,90.0,29.0
3438,215.0,-115.0,30.22,90.0,29.0
3439,224.0,-124.0,30.22,90.0,29.0
3440,228.0,-128.0,61.88,121.0,-1.0
3441,227.0,-127.0,61.88,121.0,-1.0
3442,235.0,-135.0,61.88,121.0,-1.0
3443,233.0,-133.0,61.88,121.0,-1.0
3444,235.0,-135.0,61.88,121.0,-1.0
3445,237.0,-137.0,61.88,121.0,-1.0
3446,234.0,-134.0,61.88,121.0,-1.0
3447,233.0,-133.0,61.88,121.0,-1.0
3448,235.0,-135.0,61.88,121.0,-1.0
3449,236.0,-136.0,61.88,121.0,-1.0
3450,234.0,-134.0,61.88,121.0,-1.0
3451,234.0,-134.0,61.88,121.0,-1.0
3452,236.0,-136.0,61.88,121.0,-1.0
3453,226.0,-126.0,61.88,121.0,-1.0
3454,226.0,-126.0,61.88,121.0,-1.0
3455,226.0,-126.0,61.88,121.0,-1.0
3456,224.0,-124.0,61.88,121.0,-1.0
3457,217.0,-117.0,61.88,121.0,-1.0
3458,215.0,-115.0,61.88,121.0,-1.0
3459,212.0,-112.0,61.88,121.0,-1.0
3460,206.0,-106.0,61.88,121.0,-1.0
3461,204.0,-104.0,61.88,121.0,-1.0
3462,195.0,-95.0,61.88,121.0,-1.0
3463,195.0,-95.0,42.83,102.0,17.0
3464,184.0,-84.0,42.83,102.0,17.0
3465,180.0,-80.0,42.83,102.0,17.0
3466,177.0,-77.0,42.83,102.0,17.0
3467,170.0,-70.0,42.83,102.0,17.0
3468,162.0,-62.0,42.83,102.0,17.0
3469,157.0,-57.0,42.83,102.0,17.0
3470,151.0,-51.0,42.83,102.0,17.0
3471,144.0,-44.0,42.83,102.0,17.0
3472,137.0,-37.0,42.83,102.0,17.0
3473,131.0,-31.0,42.83,102.0,17.0
3474,124.0,-24.0,42.83,102.0,17.0
3475,116.0,-16.0,42.83,102.0,17.0
3476,108.0,-8.0,42.83,102.0,17.0
3477,101.0,-1.0,42.83,102.0,17.0
3478,97.0,3.0,42.83,17.0,102.0
3479,87.0,13.0,42.83,17.0,102.0
3480,85.0,15.0,42.83,17.0,102.0
3481,77.0,23.0,42.83,17.0,102.0
3482,70.0,30.0,42.83,17.0,102.0
3483,66.0,34.0,42.83,17.0,102.0
3484,61.0,39.0,42.83,17.0,102.0
3485,58.0,42.0,42.83,17.0,102.0
3486,54.0,46.0,42.83,17.0,102.0
3487,52.0,48.0,42.83,17.0,102.0
3488,52.0,48.0,30.53,29.0,90.0
3489,59.0,41.0,30.53,29.0,90.0
3490,63.0,37.0,30.53,29.0,90.0
3491,66.0,34.0,30.53,29.0,90.0
3492,68.0,32.0,30.53,29.0,90.0
3493,76.0,24.0,30.53,29.0,90.0
3494,80.0,20.0,30.53,29.0,90.0
3495,84.0,16.0,30.53,29.0,90.0
3496,91.0,9.0,30.53,29.0,90.0
3497,96.0,4.0,30.53,29.0,90.0
3498,107.0,-7.0,30.53,90.0,29.0
3499,122.0,-22.0,30.53,90.0,29.0
3500,135.0,-35.0,30.53,90.0,29.0
3501,150.0,-50.0,30.53,90.0,29.0
3502,163.0,-63.0,30.53,90.0,29.0
3503,180.0,-80.0,30.53,90.0,29.0
3504,191.0,-91.0,30.53,90.0,29.0
3505,200.0,-100.0,30.53,90.0,29.0
3506,211.0,-111.0,30.53,90.0,29.0
3507,219.0,-119.0,30.53,90.0,29.0
3508,224.0,-124.0,30.53,90.0,29.0
3509,234.0,-134.0,30.53,90.0,29.0
3510,239.0,-139.0,30.53,90.0,29.0
3511,244.0,-144.0,30.53,90.0,29.0
3512,250.0,-150.0,30.53,90.0,29.0
3513,252.0,-152.0,30.53,90.0,29.0
3514,254.0,-154.0,67.69,127.0,-7.0
3515,249.0,-149.0,67.69,127.0,-7.0
3516,249.0,-149.0,67.69,127.0,-7.0
3517,250.0,-150.0,67.69,127.0,-7.0
3518,248.0,-148.0,67.69,127.0,-7.0
3519,246.0,-146.0,67.69,127.0,-7.0
3520,245.0,-145.0,67.69,127.0,-7.0
3521,246.0,-146.0,67.69,127.0,-7.0
3522,244.0,-144.0,67.69,127.0,-7.0
3523,245.0,-145.0,67.69,127.0,-7.0
3524,245.0,-145.0,67.69,127.0,-7.0
3525,243.0,-143.0,67.69,127.0,-7.0
3526,242.0,-142.0,67.69,127.0,-7.0
3527,238.0,-138.0,67.69,127.0,-7.0
3528,240.0,-140.0,67.69,127.0,-7.0
3529,237.0,-137.0,67.69,127.0,-7.0
3530,239.0,-139.0,67.69,127.0,-7.0
3531,236.0,-136.0,67.69,127.0,-7.0
3532,239.0,-139.0,67.69,127.0,-7.0
3533,245.0,-145.0,67.69,127.0,-7.0
3534,242.0,-142.0,67.69,127.0,-7.0
3535,245.0,-145.0,67.69,127.0,-7.0
3536,247.0,-147.0,67.69,127.0,-7.0
3537,245.0,-145.0,47.11,107.0,12.0
3538,243.0,-143.0,47.11,107.0,12.0
3539,243.0,-143.0,47.11,107.0,12.0
3540,239.0,-139.0,47.11,107.0,12.0
3541,243.0,-143.0,47.11,107.0,12.0
3542,238.0,-138.0,47.11,107.0,12.0
3543,231.0,-131.0,47.11,107.0,12.0
3544,227.0,-127.0,47.11,107.0,12.0
3545,222.0,-122.0,47.11,107.0,12.0
3546,216.0,-116.0,47.11,107.0,12.0
3547,211.0,-111.0,47.11,107.0,12.0
3548,201.0,-101.0,47.11,107.0,12.0
3549,195.0,-95.0,47.11,107.0,12.0
3550,185.0,-85.0,47.11,107.0,12.0
3551,181.0,-81.0,47.11,107.0,12.0
3552,171.0,-71.0,47.11,107.0,12.0
3553,160.0,-60.0,47.11,107.0,12.0
